ticker,first_day_close,underpricing,first_week_return,first_month_return,status
SVAC,,,,,no_data
CRHC,,,,,no_data
ITAC,,,,,no_data
HEC,,,,,no_data
CAPA,,,,,no_data
TWND,,,,,no_data
BCTG,,,,,no_data
INAQ,,,,,no_data
CMLF,,,,,no_data
PRFX,2022.0,251.75,-0.03412462908011869,-0.3323442136498516,ok
AUVIQ,,,,,no_data
GP,210.0,9.5,-0.3509523664202009,-0.4823809669131324,ok
HCDIQ,,,,,no_data
BTAQ,,,,,no_data
CFII,,,,,no_data
XPEV,21.219999313354492,0.4146666208902995,-0.056079107691585854,-0.10179075953375481,ok
FTOC,,,,,no_data
CLA,,,,,no_data
FST,,,,,no_data
HZAC,,,,,no_data
KYMR,33.2599983215332,0.6629999160766602,0.0006013367039385318,-0.12146720421098557,ok
NNOX,21.700000762939453,0.20555559794108072,0.19723495985338907,0.32857137834500155,ok
BFT,,,,,no_data
HRMY,37.0099983215332,0.5420832633972168,-0.0813293287771354,-0.09213726025564555,ok
INBX,12.506738662719727,-0.26430949042825136,0.0,0.0,ok
AONE,,,,,no_data
FIII,,,,,no_data
NGA,,,,,no_data
STPK,,,,,no_data
CVAC,,,,,no_data
DCT,,,,,no_data
DGNR,,,,,no_data
DMYD,,,,,no_data
LCAP,,,,,no_data
BEKE,34.74870300292969,0.7374351501464844,0.0884082227523843,0.4078526854934218,ok
NTST,13.810108184814453,-0.23277176751030815,0.017464671511837483,0.022566616494997426,ok
RBAC,,,,,no_data
FAII,,,,,no_data
FSDC,,,,,no_data
KBNT,4.150000095367432,-0.16999998092651367,0.024096362008327758,-0.08433738192966457,ok
ARYA,,,,,no_data
CMPI,,,,,no_data
FRLN,,,,,no_data
IBEX,15.399999618530273,-0.18947370428788035,-0.048051934379774175,-0.34870129990766696,ok
VMAC,,,,,no_data
AFIB,26.5,0.4722222222222222,-0.07547169811320754,0.24075475728736734,ok
GRSV,,,,,no_data
KSMT,,,,,no_data
OSH,,,,,no_data
RKT,18.0731143951416,0.004061910841200087,-0.12877740602438895,0.057182631828954555,ok
BOWX,,,,,no_data
GOAC,,,,,no_data
HOL,,,,,no_data
RXT,16.389999389648438,-0.21952383858816965,-0.03599751195147723,0.1964613386585485,ok
HSAQ,,,,,no_data
YAC,,,,,no_data
ETAC,,,,,no_data
FTHM,10.029999732971191,0.0029999732971191405,0.02093719279539445,0.7756729750845685,ok
NHIC,,,,,no_data
PRPB,,,,,no_data
VITL,35.2599983215332,0.6027271964333274,0.10209876517832521,0.11741359618322535,ok
VSTA,,,,,no_data
ALVR,,,,,no_data
CCIV,,,,,no_data
